Регион,Адрес,Название,Цена,Контактов / мес,"Интенсивность выхода, каждые N мин",Часы работы,Выходов / мес,lat,lon
Ростов-на-Дону,"ул. Мечникова, 55б",Солнечный круг СК-16,6260.0,38387,15,05:31 - 23:59,2016,47.238734,39.694414
Ростовская обл,"г. Батайск, ул. Кирова, 13",Солнечный круг СК-13,6260.0,19566,15,08:00 - 23:00,1680,47.137537,39.747981
Ростов-на-Дону,"пр-кт Ленина, 46а",Солнечный круг СК-11,6260.0,45237,15,05:31 - 23:59,2016,47.250143,39.708141
Ростов-на-Дону,"ул. Казахская, 107",Солнечный круг СК-10,6260.0,29217,15,05:31 - 23:59,2016,47.274096,39.74181
Ростов-на-Дону,"пер. Днепровский, 109а",Солнечный круг СК-9,6260.0,42280,15,05:31 - 23:59,2016,47.284825,39.756704
Ростов-на-Дону,"пр-кт Ленина, 72",Солнечный круг СК-8,6260.0,41060,15,05:31 - 23:59,2016,47.249494,39.728685
Ростов-на-Дону,"пр-кт 20-летия Октября, 79б",Солнечный круг СК-6,6260.0,30501,15,05:31 - 23:59,2016,47.267438,39.788531
Ростов-на-Дону,"ул. Пановой, 33а",Солнечный круг СК-4,6260.0,20239,15,08:00 - 23:00,1680,47.256326,39.769693
Ростов-на-Дону,"пер. Доломановский, 19",Солнечный круг СК-2,6260.0,23998,15,08:00 - 23:00,1680,47.220952,39.697621
Ростов-на-Дону,"пер. Богучарский, 37/235",Солнечный круг СК-1,6260.0,21296,15,08:00 - 23:00,1680,47.248766,39.751583
Владимирская обл,"д. Григорово, ул. Шоссейная, 8",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.30444,38.4823
Никольское,"рп. Заокский, д. Никольское, 1А",Верный,6700.0,30000,15,08:00 - 22:00,1568,54.746867,37.408103
Москва,"ул. Фомичевой, 5, к.2",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.855052,37.444772
Московская обл,"д. Ашукино, ул. Станционная, 22",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.158681,37.954656
Тульская обл,"рп. Заокский, ул. Поленова, 29",Верный,7130.0,30000,15,08:00 - 22:00,1568,54.735168,37.398285
Ленинградская обл,"пос. Красная Долина, Центральное ш., 6",Светофор,8420.0,10000,15,09:00 - 21:00,1344,60.359981,28.989542
Московская обл,"г. Балашиха, ш. Энтузиастов, 36а",Светофор,10210.0,13000,15,09:00 - 21:00,1344,55.793733,37.939268
Санкт-Петербург,"Южное ш., 46 к1",Светофор,8420.0,25000,15,09:00 - 21:00,1344,59.866545,30.424007
Смоленск,"ул. Петра Алексеева, 2/37",ЗооФарм,,1500,15,09:00 - 19:00,1120,54.760906,32.102689
Улан-Удэ,"ул. Сахьяновой, 9а",Виноград,7290.0,2255,15,09:00 - 21:00,1344,51.809574,107.622267
Иркутск,"пос.Дзержинск, ул.Аэродромная, 2",Виноград,8800.0,4574,15,09:00 - 23:00,1568,52.275704,104.380804
Улан-Удэ,"ул. Бабушкина, 22б",Виноград,7290.0,1912,15,09:00 - 21:00,1344,51.810671,107.595507
Вологодская обл,"пос. Кувшиново, ул. Сосновая, 1Б/1",Фасоль,7240.0,10000,15,08:00 - 21:00,1456,59.250706,39.818813
Кемерово,"ул. Благовещенская, 19",Фасоль,7720.0,10000,15,08:00 - 22:00,1568,55.439732,86.089578
Московская обл,"п. Лесной Городок, ул. Молодёжная, 5",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.63816,37.217984
Санкт-Петербург,"ул. Жака Дюкло, 12",Фасоль,8420.0,10000,15,08:00 - 22:00,1568,60.011558,30.354756
Кемерово,"ул. Муромцева, 7",Фасоль,6180.0,10000,15,08:30 - 22:00,1568,55.308966,86.018324
Ростов-на-Дону,"пр-т Солженицына, 13/2",Апекс Плюс,6260.0,15000,15,08:00 - 22:00,1568,47.228332,39.586895
Омская обл,"д. Черемуховское, ул. Бенеша, 15",Дарим вкус,6530.0,10000,15,08:00 - 22:00,1568,54.851604,73.460882
Омская обл,"рп. Москаленки, ул. Советская, 22",Дарим вкус,6530.0,10000,15,08:00 - 22:00,1568,54.927387,71.937816
Санкт-Петербург,"ул. Большая Пороховская, 47",Светофор,8420.0,15000,15,09:00 - 21:00,1344,59.952736,30.431275
Ленинградская обл,"г. Зеленогорск, ул. Ленина, 88И",Светофор,8420.0,14000,15,09:00 - 21:00,1344,60.21774,29.72598
Ленинградская обл,"гп. Ульяновка, ул. Володарского, 69Д",Светофор,8420.0,11967,15,09:00 - 21:00,1344,59.643718,30.781968
Ленинградская обл,"г. Тихвин, ул. Новгородская, 37Б",Светофор,8420.0,16600,15,09:00 - 21:00,1344,59.644805,33.510367
Ленинградская обл,"г. Луга, ул. Урицкого, 79А",Светофор,8420.0,28023,15,09:00 - 21:00,1344,58.729957,29.842555
Ленинградская обл,"г. Тихвин, ул. Мебельная, 1",Светофор,8420.0,9500,15,09:00 - 21:00,1344,59.636905,33.528019
Ленинградская обл,"г. Волхов, ул. Калинина, 46",Светофор,8420.0,8000,15,09:00 - 21:00,1344,59.897343,32.368204
Ленинградская обл,"г. Луга, пр. Комсомольский, 54а",Светофор,8420.0,13998,15,09:00 - 21:00,1344,58.734875,29.882934
Ленинградская обл,"г. Подпорожье, ул. Погринская, 2",Светофор,8420.0,12300,15,09:00 - 21:00,1344,60.920013,34.133852
Ленинградская обл,"г. Пикалево, ш. Спрямленное, 24",Светофор,8420.0,12800,15,09:00 - 21:00,1344,59.515606,34.188586
Ленинградская обл,"д. Большие Колпаны, Киевское ш., 1",Светофор,8420.0,10803,15,09:00 - 21:00,1344,59.525935,30.076512
Ленинградская обл,"г. Кингисепп, ул. Карла Маркса, 68",Светофор,8420.0,9000,15,09:00 - 21:00,1344,59.379355,28.63079
Ленинградская обл,"г. Бокситогорск, ул. Нагорная, 1",Светофор,8420.0,9600,15,09:00 - 21:00,1344,59.464863,33.852805
Ленинградская обл,"п. Мга, ул. Железнодорожная, 12",Светофор,8420.0,12000,15,09:00 - 21:00,1344,59.755182,31.073247
Ленинградская обл,"г. Тихвин, пр. Транзитный, 5а",Светофор,8420.0,10400,15,09:00 - 21:00,1344,59.641007,33.574677
Ленинградская обл,"п. Саперное, ул. Леншоссе, 9",Светофор,8420.0,17300,15,09:00 - 21:00,1344,60.703399,29.971068
Ленинградская обл,"д. Кисельня, Северная, 5",Светофор,8420.0,5100,15,08:00 - 22:00,1568,60.005783,32.126485
Ленинградская обл,"гп. Рощино, ул. Советская, 8",Светофор,8420.0,12500,15,08:00 - 22:00,1568,60.257944,29.601115
Ленинградская обл,"г. Кириши, ул. Победы, 2Б",Светофор,8420.0,13200,15,09:00 - 21:00,1344,59.45773,32.023916
Ленинградская обл,"г. Кингисепп, ул. Вокзальная, 12",Светофор,8420.0,19666,15,09:00 - 21:00,1344,59.368472,28.602592
Ленинградская обл,"п. Мичуринское, ул. Первомайская 15В",Светофор,8420.0,9900,15,09:00 - 21:00,1344,60.566475,29.86795
Ленинградская обл,"г. Сланцы, ул. Дорожная, 1",Светофор,8420.0,13500,15,09:00 - 21:00,1344,59.120492,28.074796
Ленинградская обл,"г. Ломоносов, ул. Токарева, 1",Светофор,8420.0,13000,15,09:00 - 21:00,1344,59.923762,29.715578
Санкт-Петербург,"ул. Героев, 26, к.1",Светофор,8420.0,15000,15,09:00 - 21:00,1344,59.861114,30.161834
Ленинградская обл,"п. Мини Шушары, пр. Старорусский, 8, к.1., стр. 1",Светофор,8420.0,5500,15,09:00 - 21:00,1344,59.337017,29.608975
Ленинградская обл,"г. Никольское, пр. Советский, 192",Светофор,8420.0,10600,15,09:00 - 21:00,1344,59.709857,30.781806
Ленинградская обл,"г. Тельмана, ул. Красноборская дорога, 8Д",Светофор,8420.0,7500,15,09:00 - 21:00,1344,59.719278,30.619265
Ленинградская обл,"г. Лодейное поле, ул. Карла Маркса, 36В",Светофор,8420.0,10000,15,09:00 - 21:00,1344,60.735071,33.550809
Ленинградская обл,"п. Троицкая Гора, 6, стр. 1",Светофор,8420.0,1500,15,09:00 - 21:00,1344,59.85787,29.838979
Ленинградская обл,"г. Светогорск, ул. Победы, 4",Светофор,8420.0,15500,15,09:00 - 21:00,1344,61.120193,28.845883
Ленинградская обл,"г. Приозерск, ул. Чапаева, 14",Светофор,8420.0,20300,15,09:00 - 21:00,1344,61.034515,30.131237
Ленинградская обл,"г. Выборг, ул. Ленина, 11",Светофор,8420.0,17300,15,09:00 - 21:00,1344,60.706578,28.755
Ленинградская обл,"г. Всеволожск, ул. Пушкинская, 9",Светофор,8420.0,8500,15,09:00 - 21:00,1344,60.014877,30.668313
Ленинградская обл,"д. Лесколово, ул. Зеленая, 42А",Светофор,8420.0,14700,15,09:00 - 21:00,1344,60.266447,30.457425
Московская обл,"г. Голицыно, Можайское ш, 77, стр. 2",Светофор,10210.0,15000,15,09:00 - 21:00,1344,55.629328,36.973426
Москва,"ул. Авиамоторная, 4, к.2",Фасоль,14390.0,10000,15,08:00 - 22:00,1568,55.759841,37.714572
Алтайский край,"с. Советское, пер. Кармацкого, 18",Фасоль,4320.0,10000,15,09:00 - 21:00,1344,52.28534,85.412383
Челябинская обл,"г. Златоуст, ул. Космонавтов, 9",Фасоль,5570.0,10000,15,10:00 - 20:00,1120,55.150263,59.665338
Москва,"ул. Илимская, 3г",Светофор,17980.0,20000,15,09:00 - 21:00,1344,55.888791,37.574211
Челябинская обл,"г. Сатка, ул. Индустриальная, 1",Фасоль,5570.0,10000,15,08:00 - 21:00,1456,55.042009,58.976429
Оренбургская обл,"г. Орск, ул. Кировоградская, 51",Фасоль,4880.0,10000,15,08:00 - 23:00,1680,51.25699,58.592525
Ижевск,"ул. Володарского, 1",Фасоль,5050.0,30000,15,08:00 - 22:00,1568,56.823641,53.2357
Чебоксары,"ул. Новогородская, 14",Фасоль,4580.0,10000,15,08:00 - 23:00,1680,56.128134,47.375729
Московская обл,"г. Видное, с. Молоково, шоссе Володарское, 2В",Светофор,10210.0,10000,15,09:00 - 21:00,1344,55.56141,37.847056
Кемеровская обл,"с. Мазурово, ул. Советская, 43Г",Фасоль,6180.0,10000,15,09:00 - 21:00,1344,55.334936,85.893413
Нижнекамск,"ул. Сююмбике, 45А",Американа,7290.0,1500,15,08:00 - 21:00,1456,55.648077,51.797084
Московская обл,"г. Кубинка, ул. Железнодорожная, 1а стр. 4",Светофор,10210.0,14000,15,09:00 - 21:00,1344,55.582721,36.703231
Московская обл,"р.п. Селятино, ул. Вокзальная, 3/1",Светофор,10210.0,17000,15,09:00 - 21:00,1344,55.513596,36.971693
Московская обл,"г. Наро-Фоминск, пл. Свободы, 11",Светофор,10210.0,16000,15,09:00 - 21:00,1344,55.385633,36.73504
Московская обл,"г. Наро-Фоминск, ул. Московская, 7",Светофор,10210.0,14000,15,09:00 - 21:00,1344,55.382114,36.74662
Московская обл,"г. Красногорск, ул. Жуковского, 11",Светофор,10210.0,14000,15,09:00 - 21:00,1344,55.815059,37.325773
Московская обл,"г. Раменский, с. Боршева, стр.1/5",Светофор,10210.0,19000,15,09:00 - 21:00,1344,55.401043,38.305448
Московская обл,"г. Люберцы, Новорязанское шоссе 25 км, 16, стр. 36",Светофор,10210.0,10000,15,09:00 - 21:00,1344,55.63723,37.924194
Московская обл,"г. Подольск, Домодедовское шоссе, 16, ст. 1",Светофор,10210.0,16000,15,09:00 - 21:00,1344,55.435953,37.585287
Московская обл,"М-4 Дон 36 Километр, территория Домодедовский Торговый Двор, 2",Светофор,10210.0,15000,15,09:00 - 21:00,1344,55.453187,37.78191
Москва,"ш. Варшавское, 9",Фасоль,14390.0,10000,15,07:00 - 23:00,1792,55.700486,37.621678
Омск,"ул. 6-я Станционная, 2/3",Eurospar,6530.0,18000,15,08:00 - 22:00,1568,54.921862,73.458591
Новосибирская обл,"рп. Ордынское, ул. Октябрьская, 46",Атлант,7340.0,55000,15,09:00 - 21:00,1344,54.360984,81.899548
Улан-Удэ,"пр. 50 лет Октября, 2/1",Виноград,7290.0,4877,15,09:00 - 21:00,1344,51.841999,107.604849
Оренбургская обл,"с. Краснохолм, ул. Ленина, 16",Фасоль,4880.0,10000,15,08:00 - 22:00,1568,51.596391,54.160731
Пермская обл,"п. Горный (Двуреченское с/п), ул. Парковая, 1",Фасоль,5920.0,10000,15,08:00 - 23:00,1680,57.896132,56.331932
Воронежская обл,"с. Данково, ул. Молодежная, 1А",Фасоль,5230.0,10000,15,08:00 - 22:00,1568,51.290297,39.533805
Новосибирск,"ул. Забалуева, 96",Фасоль,5880.0,10000,15,09:00 - 23:00,1568,54.988903,82.778649
Новосибирск,"ул. Забалуева, 90",Фасоль,5880.0,10000,15,09:00 - 23:00,1568,54.988267,82.783706
Кемеровская обл,"с. Колмогорово, ул. Мирная, 49",Фасоль,6180.0,10000,15,08:00 - 23:00,1680,55.637362,85.663911
Омская обл,"с. Ачаир, ул. Центральная, 59а",Дарим вкус,6530.0,1500,15,08:00 - 22:00,1568,54.656537,73.878958
Кемеровская обл,"г. Калтан, ул. Центральная, 80",Фасоль,6180.0,10000,15,08:00 - 22:00,1568,53.572022,87.291713
Краснодарский край,"с. Бжид, ул. Горная, 10",Фасоль,5530.0,10000,15,10:00 - 18:00,896,44.331425,38.631627
Ставропольский край,"с. Спасское, ул. Советская, 34",Фасоль,4750.0,10000,15,08:00 - 22:00,1568,45.073458,43.678964
Казань,"ул. Толстого, 18",Фасоль,5830.0,10000,15,08:00 - 21:00,1456,55.800473,49.140505
Кемеровская обл,"п/ст Тальжино, ул. Советская, 40А",Фасоль,6180.0,10000,15,07:00 - 22:00,1680,53.759293,87.413839
Иркутская обл,"г. Ангарск, 254-й квартал, 3б",Виноград,8800.0,5093,15,09:00 - 23:00,1568,52.4951,103.853934
Ставрополь,"ул. Дзержинского, 195",Фасоль,4750.0,10000,15,05:31 - 23:59,2016,45.042789,41.954055
Ставропольский край,"г. Зеленокумск, ул. Советская, 10А",Фасоль,4750.0,10000,15,07:00 - 22:00,1680,44.407203,43.87468
Барнаул,"ул. Малахова, 156",Мария-Ра,8100.0,45000,15,07:00 - 23:00,1792,53.331677,83.691858
Новокузнецк,"ул. Покрышкина, 28б",Фасоль,6180.0,10000,15,08:00 - 23:00,1680,53.770327,87.124276
Бийск,"ул. Революции, 92",ТЦ Квадро,8100.0,75000,15,08:00 - 22:00,1568,52.548723,85.214368
Пермская обл,"г. Кудымкар, ул. Братчикова, 5",Фасоль,5920.0,10000,15,09:00 - 21:00,1344,58.985449,54.660482
Барнаул,"ул. 2-я Северо-Западная, 61",Мария-Ра,8100.0,45000,15,08:00 - 23:00,1680,53.359383,83.71596
Барнаул,"ул. Солнечная поляна, 15",Мария-Ра,8100.0,45000,15,08:00 - 23:00,1680,53.371091,83.663435
Барнаул,"ул. Островского, 4б",Мария-Ра,8100.0,45000,15,08:00 - 22:00,1568,53.373052,83.69263
Барнаул,"ул. Гущина, 154Д",Мария-Ра,8100.0,45000,15,08:00 - 23:00,1680,53.377586,83.680315
Томская обл,"с. Лучаново, ул Сидоренко, 2а",Фасоль,6480.0,10000,15,08:00 - 22:00,1568,56.356323,85.054854
Владивосток,"ул. Карьерная, 18а",Дилан-Маркет,,15000,15,09:00 - 22:00,1456,43.147084,131.966944
Владивосток,"ул. Полковника Фесюна, 22",Дилан-Маркет,8860.0,15000,15,09:00 - 22:00,1456,43.170232,131.957934
Владивосток,"ул. 40 лет ВЛКСМ, 14",Дилан-Маркет,,15000,15,09:00 - 22:00,1456,43.100588,131.940965
Челябинская обл,"г. Снежинск, ул. Победы, 4",Фасоль,5570.0,10000,15,08:00 - 23:00,1680,56.091301,60.721199
Челябинская обл,"г. Снежинск, ул. Маршала Чуйкова, 24",Фасоль,5570.0,10000,15,08:00 - 23:00,1680,56.078533,60.765091
Челябинская обл,"г. Снежинск, ул. Ломинского, 35",Фасоль,5570.0,10000,15,08:00 - 23:00,1680,56.0737,60.744574
Челябинская обл,"г. Снежинск, ул Ломинского, 5",Фасоль,5570.0,10000,15,08:00 - 23:00,1680,56.078191,60.743792
Иркутск,"ул. Баррикад, 62/10",Фасоль,7040.0,10000,15,08:00 - 22:00,1568,52.289659,104.34188
Пермская обл,"с. Ашап, ул. 1 Мая, 28",Фасоль,5920.0,10000,15,08:00 - 22:00,1568,57.115232,56.527298
Челябинская обл,"г. Снежинск, ул. Дзержинского, 39",Фасоль,5570.0,10000,15,05:31 - 23:59,2016,56.082833,60.720508
Астрахань,"ул. Звездная, 7-1Б",Фасоль,5360.0,10000,15,07:00 - 22:00,1680,46.326179,48.047121
Самарская обл,"п. Сургут, ул. Заводская, 34",Фасоль,5440.0,10000,15,08:00 - 22:00,1568,53.924065,51.201968
Пермская обл,"с. Ленск, ул. Спортивная, 4Б",Фасоль,5920.0,10000,15,08:00 - 23:00,1680,57.298802,56.656862
Оренбургская обл,"г. Бугуруслан, ул. Центральная, 1а",Домашкино,4880.0,10000,15,08:00 - 22:00,1568,53.593335,52.424359
Оренбургская обл,"г. Бугуруслан, ул. Красногвардейская, 58",Фасоль,4880.0,10000,15,08:00 - 22:00,1568,53.651953,52.433172
Пермская обл,"с. Краснояр-1, ул. Ленина, 86г",Фасоль,5920.0,10000,15,08:00 - 23:00,1680,56.903696,55.603587
Пермская обл,"с. Барда, ул. Некрасова, 1А",Фасоль,5920.0,10000,15,08:00 - 22:00,1568,56.918251,55.586708
Пермская обл,"с. Барда, ул. Солнечная, 33",Фасоль,5920.0,10000,15,08:00 - 23:00,1680,56.936072,55.566002
Ростовская обл,"г. Сальск, ул. Станиславского, 95",Фасоль,5010.0,10000,15,07:30 - 22:00,1680,46.466457,41.547998
Ростовская обл,"г. Сальск, ул. Димитрова, 174",Фасоль,5010.0,10000,15,08:00 - 23:00,1680,46.482041,41.520465
Ростовская обл,"г. Сальск, ул. Кутузова, 7-Л",Фасоль,5010.0,10000,15,07:30 - 23:00,1792,46.485969,41.552517
Ростовская обл,"г. Сальск, ул. Крымского, 90",Фасоль,5010.0,10000,15,08:00 - 22:00,1568,46.477517,41.52219
Ростовская обл,"г. Сальск, ул. Одесская, 196",Фасоль,5010.0,10000,15,08:00 - 22:00,1568,46.474526,41.498348
Московская обл,"г. Одинцово, Микрорайон Клубничное Поле, 1",Фасоль,8160.0,10000,15,08:00 - 23:00,1680,55.679453,37.235088
Московская обл,"д. Сивково, коттеджный пос. Зелёная роща, пр-д 7-й Западный, 423а",Фасоль,8160.0,10000,15,08:00 - 21:00,1456,55.580498,36.857786
Московская обл,"г. Красногорск, ул. Вокзальная, 17а",Фасоль,8160.0,10000,15,05:31 - 23:59,2016,55.813668,37.338996
Московская обл,"г. Электроугли, ул. Бисерово озеро, 48",Фасоль,8160.0,10000,15,09:00 - 21:00,1344,55.766785,38.121752
Московская обл,"г. Одинцово, д. Осоргино, ул. Махмуда Эсамбаева, 1, стр. 9",Фасоль,8160.0,10000,15,08:00 - 23:00,1680,55.633109,37.228476
Московская обл,"г. Клин, дер. Давыдково, 67А",Фасоль,8160.0,10000,15,07:00 - 23:00,1792,56.283979,36.822276
Кемерово,"пр. Химиков, 41",Мария-Ра,11580.0,45000,15,08:00 - 23:00,1680,55.344316,86.183281
Московская обл,"г. Красногорск, ул. Успенская, 6А",Фасоль,8160.0,10000,15,08:00 - 22:00,1568,55.827803,37.295553
Тверская обл,"г. Кимры, ул. 60 лет Октября, 7",Фасоль,5140.0,5000,15,08:00 - 21:00,1456,56.812251,37.344673
Тверская обл,"г. Конаково, пгт. Редкино, ул. Гагарина, 4, пом. 1",Фасоль,5140.0,10000,15,09:00 - 23:00,1568,56.671597,36.296016
Москва,"Щёлковское шоссе, 45",Фасоль,14390.0,10000,15,09:00 - 21:00,1344,55.81043,37.78704
Московская обл,"г. Руза, пос. Тучково, Восточный мкрн, 19А",Фасоль,8160.0,10000,15,08:00 - 23:59,1680,55.600862,36.485641
Рубцовск,"ул. Октябрьская, 84, пом. 2",Светофор,,35000,15,09:00 - 20:00,1232,51.535125,81.221167
Алтайский край,"с. Волчиха, ул. Ветеранов ВОВ, 79",Светофор,,14144,15,09:00 - 20:00,1232,52.015886,80.343226
Алтайский край,"с. Михайловское, ул. Некрасова, 56",Светофор,,15000,15,09:00 - 20:00,1232,51.809213,79.684473
Ярославская обл,"г. Переславль-Залесский, ул. Московская, 111б",Верный,6590.0,30000,15,08:00 - 22:00,1568,56.711335,38.812071
Московская обл,"г. Шатура, д. Левошево, 21а",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.576416,39.495159
Тульская обл,"г. Болохово, ул. Соловцова, 9б",Верный,7130.0,30000,15,08:00 - 22:00,1568,54.081975,37.828479
Московская обл,"г. Воскресенск, п. Хорлово, ул. Советская, 69а",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.333236,38.817111
Калужская обл,"д. Митяево, территория ​Механические Мастерские, 63/1",Верный,7780.0,30000,15,08:00 - 22:00,1568,55.256786,36.529946
Тульская обл,"п. Пахомово, пер. Школьный, 4а ",Верный,7130.0,30000,15,08:00 - 22:00,1568,54.623566,37.54798
Ярославль,"ул. 3-я Яковлевская, 23",Верный,6590.0,30000,15,08:00 - 22:00,1568,57.65904,39.961187
Ногинск,"г. Ногинск, ул. Дмитрия Михайлова, 8",Верный,9670.0,30000,15,08:00 - 22:00,1568,55.842681,38.451919
Московская обл,"д. Павловичи, 5а",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.56306,37.704969
Москва,"п. Вороново, пос. ЛМС, Каштановый пер., 4",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.310319,37.184045
Москва,"ул. Маломосковская, 21/2",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.813976,37.649364
Московская обл,"г. Одинцово, п. ВНИИСОК, ул. Дружбы, 2",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.658657,37.199263
Московская обл,"г. Реутов, ул. Новая, 15а",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.758402,37.857414
Куровское,"г. Куровское, ул. Кирова, 22",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.575566,38.905217
Московская обл,"г. Пушкино, 1-й Некрасовский пр-зд, 13",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.013085,37.853533
Московская обл,"г. Химки, Вашутинское шоссе, 33/2",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.920401,37.420734
Москва,"п. Коммунарка, ул. Александры Монаховой, 90/4",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.543007,37.479735
Московская обл,"г. Зеленоград, 2039",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.971229,37.171235
Москва,"3-й Тушинский пр-зд, 2",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.832879,37.424533
Московская обл,"г. Луховицы, п. Фруктовая, ул. Вокзальная, 9",Верный,10210.0,30000,15,08:00 - 22:00,1568,54.916113,39.260654
Тульская обл,"г. Новомосковск, ул. Шахтеров, 23",Верный,7130.0,30000,15,08:00 - 22:00,1568,54.007612,38.298828
Истра,"г. Истра, д. Высоково, ул. Центральная, 68",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.908162,36.92728
Дмитров,"г. Дмитров, д. Каменка, 6б",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.177326,37.302578
Тульская обл,"г. Кимовск, ул. Бессолова, 74а",Верный,7130.0,30000,15,08:00 - 22:00,1568,53.967907,38.546035
Московская обл,"г. Ступино, ул. Городищенская, 6",Верный,10210.0,30000,15,08:00 - 22:00,1568,54.865632,38.137095
Московская обл,"г. Домодедово, бульв. Строителей, 7",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.471643,37.704134
Московская обл,"пгт. Удельная, пр.Южный, 29а",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.634425,38.043356
Москва,"ул. Чичерина, 4",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.865066,37.658913
Московская обл,"г. Домодедово, с. Ям, ул. Почтовая, 19а/1",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.487943,37.750891
Московская обл,"г. Раменское, д. Кузнецово, ул. Центральная, 9",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.498689,38.348909
Москва,"ул. Сухонская, 1/2",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.872627,37.652014
Калуга,"ул. Николо-Козинская, 32",Верный,7780.0,30000,15,08:00 - 22:00,1568,54.50899,36.270638
Московская обл,"г. Талдом, д. Дубки ул. Мира 15б",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.590781,37.615255
Московская обл,"д. Сидорово, Каширское шоссе 76 км, 2",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.151888,37.926916
Москва,"ул. 2-я Вольская, 42",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.692861,37.940175
Московская обл,"г. Старая Купавна, Школьный пр-зд, 6а",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.806666,38.175579
Московская обл,"г. Ликино-Дулево, ул. Степана Морозкина, 13",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.716184,38.953412
Московская обл,"г. Видное, ул. Школьная, 43а",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.554608,37.702418
Московская обл,"г. Пушкино, д. Кощейково, 1б",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.078372,37.911196
Московская обл,"г. Химки, мкр. Сходня, кв-л Саврасово, 56",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.942267,37.266367
Кашира,"г. Кашира, д. Тарасково, ул. Комсомольская, 41",Верный,10210.0,30000,15,08:00 - 22:00,1568,54.810304,38.027563
Московская обл,"г. Куровское, ул. Вокзальная, 16",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.575434,38.92233
Московская обл,"г. Раменское, д. Островцы, ул. Тураевская, 48",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.583601,37.985289
Московская обл,"г. Серпухов, с. Липицы, ул. им Калинина А.И., 7",Верный,10210.0,30000,15,08:00 - 22:00,1568,54.85702,37.477211
Московская обл,"г. Королев, ул. Советская, 47/4",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.940412,37.870906
Московская обл,"г. Клин, д. Поповка, 67",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.081838,36.516211
Московская обл,"г. Щелково, ул. Первомайская, 40",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.924063,37.963675
Владимирская обл,"п. Новый, ул. Центральная, 11",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.422828,40.430117
Владимирская обл,"г. Струнино, ул. Школьная, 21а",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.381769,38.578383
Московская обл,"г. Раменское, с. Кривцы, 16/2",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.469847,38.196977
Тульская обл,"г. Ясногорск, ул. Машиностроителей, 7а",Верный,7130.0,30000,15,08:00 - 22:00,1568,54.479916,37.710036
Тульская обл,"г. Ясногорск, ул. Советская, 4",Верный,7130.0,30000,15,08:00 - 22:00,1568,54.48024,37.686392
Тульская обл,"г. Ясногорск, ул. Смидовича, 31",Верный,7130.0,30000,15,08:00 - 22:00,1568,54.483928,37.703514
Ярославская обл,"г. Гаврилов-Ям, ул. Чапаева, 20",Верный,6590.0,30000,15,08:00 - 22:00,1568,57.306056,39.857234
Ярославская обл,"пос. Борисоглебский, ул. Транспортная, 14",Верный,6590.0,30000,15,08:00 - 22:00,1568,57.255916,39.155021
Владимирская обл,"с. Филипповское, ул. Сельская новь, 46",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.108798,38.619544
Владимирская обл,"г. Киржач, ул. Калинина, 90",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.113291,38.884071
Владимирская обл,"г. Киржач, ул. Ленинградская, 110",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.168927,38.893773
