Регион,Адрес,Название,Цена,Контактов / мес,"Интенсивность выхода, каждые N мин",Часы работы,Выходов / мес,lat,lon
Тверская обл,"г. Вышний Волочек, Московское ш., 103в",Верный,6430.0,30000,15,08:00 - 22:00,1568,57.554836,34.578338
Тверская обл,"г. Вышний Волочек, ул. Мира, 64",Верный,6430.0,30000,15,08:00 - 22:00,1568,57.596711,34.511647
Тверская обл,"г. Вышний Волочек, пр-кт Казанский, 118",Верный,6430.0,30000,15,08:00 - 22:00,1568,57.598553,34.560246
Тверская обл,"г. Вышний Волочек, пр-кт Казанский, 30-36",Верный,6430.0,30000,15,08:00 - 22:00,1568,57.586745,34.559492
Московская обл,"г. Реутов, ул. Советская, 12",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.766663,37.857872
Владимирская обл,"г. Киржач, ул. Привокзальная, 24/1",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.149361,38.84751
Владимирская обл,"г. Киржач, ул. Октябрьская, 4",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.116613,38.875905
Московская обл,"г. Руза, ул. Федеративная, 25",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.706558,36.19624
Московская обл,"д. Тимохово, ул. Совхозная, 25/2",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.772699,38.26736
Тверская обл,"г. Кимры, ул. Орджоникидзе, 31",Верный,6430.0,30000,15,08:00 - 22:00,1568,56.865023,37.351258
Тверская обл,"г. Торжок, Калининское ш., 16к",Верный,6430.0,30000,15,08:00 - 22:00,1568,57.030451,34.994573
Тверская обл,"г. Кимры, ул. Кирова, 30/16",Верный,6430.0,30000,15,08:00 - 22:00,1568,56.87531,37.356711
Московская обл,"г. Можайск, д. Марфин-Брод, 56",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.539222,35.96778
Тверская обл,"г. Торжок, ул. Луначарского, 124б",Верный,6430.0,30000,15,08:00 - 22:00,1568,57.056461,34.957957
Тульская обл,"г. Белев, ул. Советская, 79",Верный,7130.0,30000,15,08:00 - 22:00,1568,53.815357,36.140751
Калужская обл,"жд. станция Кудринская, ул. Центральная, 25",Верный,7780.0,30000,15,08:00 - 22:00,1568,54.250296,35.545366
Тверская обл,"г. Вышний Волочек, ул. М. Горького, 1/2",Верный,6430.0,30000,15,08:00 - 22:00,1568,57.604567,34.57876
Тверская обл,"г. Вышний Волочек, ул. Стеклозаводская, 11",Верный,6430.0,30000,15,08:00 - 22:00,1568,57.579271,34.538444
Владимирская обл,"г. Лакинск, ул. Ундол, 2",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.007549,39.926045
Московская обл,"г. Красноармейск, пр-кт Ленина, 8а",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.123634,38.135999
Владимирская обл,"с. Сновицы, ул. Юрьевская, 2",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.175066,40.335919
Московская обл,"п. Кировский, 4а",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.223546,35.65611
Москва,"ул. Академика Скрябина, 8",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.714485,37.796059
Московская обл,"г. Красногорск, ул. Заводская, 27",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.80996,37.323617
Московская обл,"д. Дракино, 39а",Верный,10210.0,30000,15,08:00 - 22:00,1568,54.852216,37.26908
Московская обл,"г. Воскресенск, ул. Зелинского, 24",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.30976,38.655243
Московская обл,"г. Балашиха, ш. Энтузиастов, 60",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.795681,37.967394
Калужская обл,"г. Людиново, ул. Московская, 32",Верный,7780.0,30000,15,08:00 - 22:00,1568,53.857858,34.443348
Московская обл,"пгт. Голубое, б-р Парковый, 2/2",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.977722,37.091142
Москва,"г. Зеленоград, 445",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.991913,37.212783
Владимирская обл,"п. Вольгинский, ул. Северная, 5",Верный,6320.0,30000,15,08:00 - 22:00,1568,55.950353,39.244053
Москва,"п. Воскресенское, 9/1",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.526159,37.447279
Зарайск,"г. Зарайск, Южный Квартал, 14/1",Верный,10210.0,30000,15,08:00 - 22:00,1568,54.749606,38.887889
Тверская обл,"г. Конаково, ул. Строителей, 26а",Верный,6430.0,30000,15,08:00 - 22:00,1568,56.693125,36.774521
Тульская обл,"с. Яковлево, 113",Верный,6430.0,30000,15,08:00 - 22:00,1568,54.803554,37.43234
Московская обл,"г. Домодедово, ул. Южнодомодедовская, 17",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.399351,37.763791
Московская обл,"г. Лобня, ул. Колычева, 2",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.013049,37.452121
Московская обл,"г. Котельники, мкр. Парковый, 1/3",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.658799,37.875137
Московская обл,"г. Красногорск, д. Грибаново, 24/1",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.742063,37.115414
Московская обл,"г. Солнечногорск, п. Поварово, мкр. 1, уч. 1",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.082903,37.046334
Московская обл,"г. Егорьевск, ул. Энгельса, 2/28",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.386088,39.028071
Калужская обл,"с. Головтеево, ул. Фабричная, 1а",Верный,7780.0,30000,15,08:00 - 22:00,1568,54.909473,36.378239
Московская обл,"г. Чехов, п. Костомарово, ул. Люблинская, 2",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.199306,37.418757
Московская обл,"г. Пушкино, мкр. Серебрянка, 58",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.00546,37.87255
Московская обл,"г. Одинцово, с. Шарапово, 25а",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.650561,36.737637
Московская обл,"г. Раменское, д. Кузяево, 210/2",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.614744,38.534743
Московская обл,"г. Лобня, ул. Катюшки, 47в",Верный,10210.0,30000,15,08:00 - 22:00,1568,56.00768,37.443191
Московская обл,"г. Ступино, с. Констатиновское, Промышленная зона Михнево М4 тер. В, 100",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.156898,37.959471
Ярославская обл,"р.п. Ишня, ул. Молодежная, 13",Верный,6590.0,30000,15,08:00 - 22:00,1568,57.188578,39.361571
Московская обл,"г. Лыткарино, 6-ой микрорайон, 6",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.596462,37.886052
Московская обл,"г. Чехов, д. Лешино, 2",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.142452,37.592464
Московская обл,"г. Долгопрудный, ул. Парковая, 50/1",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.948014,37.48428
Москва,"Дмитровское шоссе, 73б",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.856124,37.555723
Владимирская обл,"г. Киржач, ул. Большая Московская, 38",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.153598,38.856268
Московская обл,"г. Красногорск, мкр. Опалиха, ул. Геологов, 4б",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.832308,37.238483
Московская обл,"г. Раменское, д. Фоминское, 245",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.268302,38.474799
Калуга,"ул. Дорожная, 31б",Верный,7780.0,30000,15,08:00 - 22:00,1568,54.597411,36.267072
Ярославль,"ул. Ухтомского, 23",Верный,6590.0,30000,15,08:00 - 22:00,1568,57.621523,39.84711
Владимирская обл,"г. Кольчугино, ул. Фурманова, 2",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.313873,39.372719
Калуга,"ул. Льва Толстого, 39а",Верный,7780.0,30000,15,08:00 - 22:00,1568,54.513621,36.354649
Москва,"ул. Красного Маяка, 15",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.607834,37.579394
Московская обл,"г. Одинцово, ул. Свободы, 2",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.673504,37.280983
Ступино,"г. Ступино, с. Шугарово, ул. Шоссейная, 2",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.052747,37.986861
Тверская обл,"д. Гришкино Большое, ул. Южная, 1",Верный,6430.0,30000,15,08:00 - 22:00,1568,56.733491,35.901431
Александров,"г. Александров, ул. Бакшеевское шоссе, 2",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.410923,38.730881
Москва,"ул. Профсоюзная, 138",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.62792,37.512029
Московская обл,"д. Нововолково, ул. Центральная, 16",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.773555,36.268024
Владимирская обл,"г. Кольчугино, ул. Родниковая, 48",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.281921,39.407672
Москва,"Заревый пр-зд, 12",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.886524,37.65682
Московская обл,"г. Люберцы, ул. Инициативная, 1",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.683579,37.899239
Калужская обл,"д. Большие Козлы, 17а",Верный,7780.0,30000,15,08:00 - 22:00,1568,54.421763,36.325588
Москва,"ул. 6-я Кожуховская, 15",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.707446,37.673564
Владимирская обл,"г. Петушки, д. Старые Петушки, ул. Шоссейная, 146",Верный,6320.0,30000,15,08:00 - 22:00,1568,55.939398,39.475208
Московская обл,"г. Одинцово, ул. Маршала Жукова, 16",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.677098,37.25662
Московская обл,"г. Ступино, пгт. Михнево, ул. Астафьевская, 49",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.107164,37.975147
Калужская обл,"г. Боровск, ул. Ленина, 3",Верный,7780.0,30000,15,08:00 - 22:00,1568,55.206807,36.486306
Москва,"ул. 1-я Хуторская, 8",Верный,17980.0,30000,15,08:00 - 22:00,1568,55.802963,37.570303
Московская обл,"г. Раменское, ул. Крымская, 11а",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.571703,38.256158
Тверская обл,"г. Торжок, Ленинградское шоссе, 47",Верный,6430.0,30000,15,08:00 - 22:00,1568,57.066739,34.981511
Московская обл,"г. Балашиха, Косинское шоссе, 12",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.721681,37.972425
Московская обл,"г. Химки, ул. 9 Мая, 21",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.908883,37.405974
Владимирская обл,"д. Старая, ул. Центральная, 2",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.464808,38.379353
Московская обл,"г. Истра, д. Котово, 75",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.868955,36.768098
Ярославская обл,"г. Ростов, 2-ой микрорайон, 55",Верный,6590.0,30000,15,08:00 - 22:00,1568,57.205693,39.445222
Калужская обл,"п. Тишнево, ул. Садовая, 55",Верный,7780.0,30000,15,08:00 - 22:00,1568,55.166341,36.275193
Московская обл,"г. Истра, д. Павловское, 112",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.869587,36.954193
Московская обл,"г. Красногорск, мкр. Опалиха, ул. Алябьева, 1а",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.830862,37.21766
Московская обл,"с. Ромашково, Рублевский пр-зд, 40/2а",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.72487,37.327713
Тверская обл,"п. Заволжский, 15б",Верный,6430.0,30000,15,08:00 - 22:00,1568,56.889351,35.753811
Владимирская обл,"п. Следнево, Струнинское ш., 4",Верный,6320.0,30000,15,08:00 - 22:00,1568,56.416704,38.586325
Московская обл,"г. Раменское, Спортивный пр-зд, 7",Верный,10210.0,30000,15,08:00 - 22:00,1568,55.576976,38.20552
Тульская обл,"г. Киреевск, ул. Гагарина, 12а",Верный,7130.0,30000,15,08:00 - 22:00,1568,53.924765,37.93457
Калужская обл,"д. Городня, 76",Верный,7780.0,30000,15,08:00 - 22:00,1568,55.085239,36.489378
